,location,location_population,occupation,hobbies,friends_number,sex,credit_card_type,relationship_status,education,dob,daily_commute
219,Wrocław,638586,Science and engineering professionals,"Crossfit,Fitness,Stand-up comedy",245,0.0,Visa,Single,3.0,41.0,61.0
220,Tychy,128211,Non-commissioned armed forces officers,,257,1.0,Mastercard,In relationship,1.0,54.0,78.0
221,Szczecin,403883,Personal care workers,Amateur radio,102,1.0,Visa,In relationship,3.0,45.0,50.70429252782194
222,Tarnów,109650,Refuse workers and other elementary workers,,368,0.0,Mastercard,Married with kids,5.0,28.0,14.0
223,Szczecin,403883,Health professionals,,265,0.0,Visa,Single,5.0,45.0,15.0
224,Gdańsk,464254,"Chief executives, senior officials and legislators",,338,1.0,Mastercard,In relationship,2.0,47.0,39.0
225,Lębork,35413,Market-oriented skilled agricultural workers,"Foraging,BASE jumping",137,1.0,Mastercard,Married with kids,1.0,71.0,49.55
226,Tychy,128211,Science and engineering associate professionals,"Cardio,Weightlifting,Lego building",202,0.0,Mastercard,In relationship,1.0,23.0,82.0
227,Bielsko-Biała,171505,Science and engineering associate professionals,"Power bike,Kabaddi",320,1.0,Visa,In relationship,4.0,41.0,83.0
228,Płock,120787,Stationary plant and machine operators,Coloring,32,1.0,Mastercard,Married,4.0,49.0,60.0
229,Włocławek,111752,"Armed forces occupations, other ranks","Weightlifting,Gym,Bird watching",170,1.0,Visa,In relationship,4.0,45.0,90.0
230,Mysłowice,74647,"Agricultural, forestry and fishery labourers","Sand art,Slacklining,Hunting",444,1.0,Visa,In relationship,4.0,28.0,26.0
231,Grajewo,22049,"Legal, social and cultural professionals","Rowing,Squash,Lapidary,Jigsaw puzzles",204,0.0,Visa,Single,1.0,34.0,23.0
232,Chorzów,109021,"Agricultural, forestry and fishery labourers","Fashion,Drawing",260,0.0,Visa,In relationship,4.0,63.0,62.0
233,Poznań,538633,Business and administration associate professionals,Basketball,327,0.0,Visa,In relationship,4.0,60.0,29.0
234,Siemianowice Śląskie,67523,Numerical and material recording clerks,"Weightlifting,LARPing,Horseback riding,Kayaking",134,1.0,Visa,In relationship,2.0,28.0,70.0
235,Sandomierz,23863,Drivers and mobile plant operators,Worldbuilding,74,1.0,Visa,Married with kids,1.0,43.0,15.0
236,Piekary Śląskie,55652,Cleaners and helpers,Crossfit,170,1.0,Visa,Married,4.0,39.0,60.0
237,Łódź,690422,"Subsistence farmers, fishers, hunters and gatherers",,175,1.0,Mastercard,Married with kids,1.0,46.14666666666667,39.0
238,Poznań,538633,Administrative and commercial managers,,152,1.0,Visa,Married with kids,3.0,46.14666666666667,76.0
239,Słupsk,91465,"Market-oriented skilled forestry, fishery and hunting workers",Knitting,203,1.0,Mastercard,In relationship,4.0,61.0,50.70429252782194
240,Jastrzębie-Zdrój,89590,Food preparation assistants,"Stretching,Photography,Jewelry making,Stand-up comedy",191,1.0,Visa,Married with kids,3.0,24.0,31.0
241,Kielce,196804,Science and engineering professionals,,155,1.0,Visa,In relationship,2.0,47.0,13.0
242,Świętochłowice,50385,Street and related sales and service workers,,284,1.0,Visa,Divorced,2.0,56.0,39.0
243,Zielona Góra,139819,"Legal, social, cultural and related associate professionals",Metalworking,241,1.0,Mastercard,In relationship,4.0,45.0,65.0
244,Toruń,202562,Information and communications technology professionals,,83,0.0,Mastercard,Married,4.0,43.566502463054185,46.0
245,Świnoujście,41032,Health professionals,"Poi,Pet,Knapping",0,1.0,Mastercard,Married,4.0,70.0,48.475083056478404
246,Gdynia,246306,Stationary plant and machine operators,,116,0.0,Mastercard,Married with kids,5.0,67.0,78.0
247,Katowice,296262,"Labourers in mining, construction, manufacturing and transport",,68,0.0,Visa,In relationship,3.0,30.0,81.0
248,Pruszcz Gdański,30468,Teaching professionals,"Cosplaying,Dowsing,scrapbook",253,1.0,Mastercard,Divorced,4.0,34.0,4.0
249,Włocławek,111752,"Legal, social and cultural professionals",Dowsing,120,1.0,Visa,In relationship,5.0,45.672,81.0
250,Nowy Sącz,84041,Commissioned armed forces officers,"Sculpting,Running,Vehicle restoration",78,1.0,Visa,In relationship,3.0,25.0,50.70429252782194
251,Kielce,196804,Science and engineering associate professionals,"Surfing,Woodworking",78,1.0,Mastercard,In relationship,4.0,37.0,78.0
252,Oborniki Śląskie,9118,"Agricultural, forestry and fishery labourers","Parkour,Amateur radio,Poi",203,1.0,Revolut,Married with kids,6.0,45.0,15.0
253,Gdańsk,464254,Other clerical support workers,,266,1.0,Visa,Married with kids,3.0,46.14666666666667,80.0
254,Rzeszów,189662,Health professionals,"Glassblowing,Taxidermy",218,0.0,Visa,Single,5.0,68.0,49.32786885245902
255,Warszawa,1764615,"Food processing, wood working, garment and other craft and related trades workers",LARPing,375,1.0,Visa,Married with kids,4.0,63.0,49.55
256,Puławy,48114,"Agricultural, forestry and fishery labourers","Flying,Juggling,Kitesurfing",207,0.0,Visa,In relationship,2.0,49.0,85.0
257,Sulmierzyce,2899,"Food processing, wood working, garment and other craft and related trades workers","Weightlifting,Cardio,Stand-up comedy,Graffiti",244,0.0,Visa,In relationship,2.0,43.0,33.0
258,Trzcianka,17228,Teaching professionals,"Sculpting,Puzzles,Wood carving",291,0.0,Visa,Divorced,2.0,44.59375,17.0
259,Grodków,8700,Science and engineering associate professionals,"Badminton,Origami,Rugby",155,0.0,Mastercard,Married,2.0,37.0,10.0
260,Kędzierzyn-Koźle,61661,Numerical and material recording clerks,"Gambling,Flag Football",275,1.0,Mastercard,Married with kids,4.0,42.0,91.0
261,Warszawa,1764615,Sales workers,"Badminton,Bodybuilding,Kayaking",205,1.0,Mastercard,Married,3.0,45.0,29.0
262,Łódź,690422,Teaching professionals,"Cardio,Driving",186,0.0,Mastercard,Married,3.0,34.0,21.0
263,Kraków,767348,"Labourers in mining, construction, manufacturing and transport","Community,Mountain biking,Surfing",300,1.0,Visa,Married,2.0,60.0,46.0
264,Pruszków,61237,"Market-oriented skilled forestry, fishery and hunting workers","Squash,Backpacking,Web surfing,Drama",313,0.0,Mastercard,Single,6.0,34.0,11.0
265,Stargard,68195,Cleaners and helpers,"Coffee roasting,Reading,Rafting",89,0.0,Mastercard,In relationship,4.0,43.69859813084112,99.0
266,Sławków,7040,"Market-oriented skilled forestry, fishery and hunting workers","Fitness,Reading,Creative writing",245,1.0,Mastercard,In relationship,4.0,45.672,17.0
267,Nowy Dwór Mazowiecki,28637,Personal care workers,"Squash,Beekeeping",178,1.0,Visa,Married with kids,3.0,55.0,31.0
268,Lublin,339850,Science and engineering associate professionals,Vacation,279,0.0,Visa,In relationship,4.0,23.0,34.0
269,Rybnik,139129,Information and communications technology professionals,,221,1.0,Mastercard,Single,4.0,49.0,70.0
270,Wrocław,638586,Administrative and commercial managers,Community,137,1.0,Mastercard,Married,4.0,29.0,48.475083056478404
271,Siemianowice Śląskie,67523,Market-oriented skilled agricultural workers,"Inline skating,Baseball,Stone skipping",275,0.0,Visa,Divorced,2.0,25.0,43.859375
272,Łódź,690422,Health professionals,"Squash,Badminton,Metal detecting,Stand-up comedy",146,0.0,Mastercard,Single,6.0,27.0,46.0
273,Jędrzejów,15369,"Subsistence farmers, fishers, hunters and gatherers","Stretching,Painting",220,0.0,Visa,In relationship,5.0,43.69859813084112,91.0
274,Świdnica,57671,Business and administration professionals,"Web surfing,Foraging,Mushroom hunting",279,1.0,Revolut,Divorced,4.0,60.0,87.0
275,Warszawa,1764615,Numerical and material recording clerks,"Video gaming,Board sports",16,1.0,Mastercard,Married,4.0,41.0,16.0
276,Świętochłowice,50385,"Building and related trades workers, excluding electricians",role-playing games,162,0.0,Visa,In relationship,1.0,48.0,49.67351598173516
277,Warszawa,1764615,"Legal, social and cultural professionals",Polo,199,1.0,Visa,Married with kids,4.0,41.0,79.0
278,Gliwice,181309,Assemblers,"Fitness,Crossfit,Dowsing,Watching movies",210,0.0,Visa,Single,3.0,24.0,68.0
279,Ząbki,35770,Drivers and mobile plant operators,"Gym,Kettleballs,Squash,Parkour",291,0.0,American Express,In relationship,4.0,32.0,28.0
280,Zakopane,27266,"Subsistence farmers, fishers, hunters and gatherers","Squash,Bodybuilding,Slacklining,Kabaddi",415,1.0,Mastercard,Married,3.0,66.0,41.0
281,BrześÄ‡ Kujawski,4660,Information and communications technicians,"Gym,Squash,Homebrewing,role-playing games,Paintball",79,1.0,Visa,In relationship,4.0,23.0,84.0
282,Gdańsk,464254,Other clerical support workers,"Pottery,Archery",252,0.0,Visa,In relationship,4.0,49.0,95.0
283,Katowice,296262,Non-commissioned armed forces officers,"Squash,role-playing games",334,1.0,Visa,In relationship,5.0,50.0,96.0
284,Bielawa,30207,Commissioned armed forces officers,,261,0.0,Mastercard,Single,4.0,60.0,44.0
285,Częstochowa,224376,"Metal, machinery and related trades workers",Vacation,315,1.0,Visa,In relationship,4.0,52.0,43.0
286,Płońsk,22214,Information and communications technology professionals,"Badminton,Bird watching,Skydiving",45,1.0,Visa,Married,3.0,65.0,33.0
287,Wschowa,14084,"Legal, social, cultural and related associate professionals","amateur radio,Knapping",320,1.0,Visa,In relationship,3.0,72.0,15.0
288,Tomaszów Mazowiecki,63238,Customer services clerks,Gym,235,0.0,Visa,In relationship,6.0,40.0,13.0
289,Błaszki,2158,Market-oriented skilled agricultural workers,,274,1.0,Visa,In relationship,3.0,67.0,34.0
290,Płock,120787,Food preparation assistants,"Vacation,Sudoku",202,1.0,Mastercard,In relationship,4.0,59.0,36.0
291,Chełm,63333,Handicraft and printing workers,"Stretching,Rowing,Weightlifting,Vacation,Homebrewing,Lego building",165,0.0,Mastercard,Married,5.0,43.566502463054185,86.0
292,Gdynia,246306,"Metal, machinery and related trades workers","Stretching,Pottery",121,0.0,Mastercard,In relationship,4.0,27.0,61.0
293,Jabłonowo Pomorskie,3782,Business and administration associate professionals,"Weightlifting,Squash,Mycology,Web surfing,Fashion",278,0.0,Mastercard,Divorced,5.0,52.0,65.0
294,Gołdap,13740,Electrical and electronic trades workers,Kettleballs,316,1.0,Visa,In relationship,5.0,55.0,75.0
295,Mieroszów,4147,Science and engineering professionals,"Rowing,Squash,Gaming,Sculling",308,1.0,Visa,Married with kids,4.0,46.14666666666667,49.0
296,Bydgoszcz,352313,Health associate professionals,"Fitness,Stand-up comedy",259,1.0,Mastercard,In relationship,1.0,35.0,24.0
297,Szczecin,403883,Personal care workers,"Jogging,Singing,Water sports",302,0.0,Visa,In relationship,4.0,42.0,12.0
298,Jelenia Góra,80072,Electrical and electronic trades workers,Homebrewing,150,1.0,Visa,Married with kids,5.0,62.0,59.0
299,Przasnysz,17223,"Legal, social, cultural and related associate professionals",,127,1.0,Mastercard,In relationship,4.0,45.672,50.70429252782194
300,Zielonka,17539,"Subsistence farmers, fishers, hunters and gatherers","Gym,Metalworking",0,0.0,Visa,Married with kids,4.0,30.0,72.0
301,Tarnobrzeg,47387,Personal service workers,"Kettleballs,Rowing,Whittling,Skydiving",245,0.0,Mastercard,Married,4.0,36.0,74.0
302,Świdnica,57671,Handicraft and printing workers,"Kettleballs,Sewing",184,1.0,Visa,Divorced,5.0,23.0,17.0
303,Warszawa,1764615,Administrative and commercial managers,"Gym,Magic,Urban exploration",384,1.0,Visa,In relationship,4.0,44.0,66.0
304,Radom,214566,Stationary plant and machine operators,"Glassblowing,Kite flying,Drama",273,1.0,Visa,In relationship,3.0,44.0,14.0
305,Grodzisk Mazowiecki,30955,"Agricultural, forestry and fishery labourers","Running,Urban exploration,Coffee roasting",246,1.0,Visa,In relationship,5.0,61.0,62.0
306,Kraków,767348,Numerical and material recording clerks,"Coloring,Juggling,Brazilian jiu-jitsu",171,1.0,Mastercard,Married,3.0,40.0,1.0
307,Gliwice,181309,Production and specialised services managers,Dance,139,0.0,Mastercard,Married,3.0,43.566502463054185,87.0
308,Biała Podlaska,57545,Assemblers,Kabaddi,177,1.0,Mastercard,Single,3.0,57.0,49.454054054054055
309,Zwoleń,7855,Personal care workers,Drama,54,1.0,Visa,Married,3.0,37.0,72.0
310,Tuchola,13793,Electrical and electronic trades workers,"Kettleballs,Squash,Rowing",193,0.0,Visa,Single,5.0,41.0,17.0
311,Częstochowa,224376,"Hospitality, retail and other services managers","Jigsaw puzzles,Knife making,Computer programming",69,1.0,Revolut,Married with kids,4.0,58.0,17.0
312,Gdańsk,464254,Science and engineering professionals,"Badminton,Gym,Baseball,LARPing",200,0.0,Revolut,In relationship,2.0,43.69859813084112,79.0
313,Chorzów,109021,Health associate professionals,role-playing games,115,1.0,Visa,Married,5.0,86.0,51.0
314,Witkowo,7873,Production and specialised services managers,"Water sports,Pet,Metalworking",12,0.0,Mastercard,In relationship,5.0,48.0,37.0
315,Bydgoszcz,352313,Information and communications technicians,"Cardio,Squash,Kitesurfing,Photography,Magic",181,0.0,Revolut,In relationship,3.0,43.69859813084112,26.0
316,Giżycko,29480,Food preparation assistants,,106,0.0,Mastercard,Married,3.0,43.566502463054185,55.0
317,Iława,33132,"Labourers in mining, construction, manufacturing and transport",,250,1.0,Visa,In relationship,4.0,39.0,20.0
318,Luboń,31653,"Legal, social and cultural professionals","Urban exploration,Hooping",254,0.0,Mastercard,In relationship,4.0,47.0,34.0
319,Swarzędz,30739,Assemblers,"Power bike,Squash,Poi",203,0.0,Visa,Single,5.0,23.0,62.0
320,Łódź,690422,"Legal, social, cultural and related associate professionals","Crossfit,Squash,Fitness,Do it yourself",189,0.0,Mastercard,In relationship,4.0,47.0,38.0
321,Lubin,72892,Health associate professionals,"Crossfit,Slacklining,Cryptography",230,0.0,Mastercard,In relationship,4.0,24.0,21.0
322,Opoczno,21534,"Metal, machinery and related trades workers",,220,0.0,Mastercard,Married,3.0,59.0,10.0
323,Barczewo,7472,General and keyboard clerks,"Kettleballs,Crossfit,Rafting",171,1.0,Visa,Married,4.0,31.0,12.0
324,Konin,74834,Health professionals,Shooting,40,1.0,Visa,Married,3.0,51.0,48.475083056478404
325,Ruda Śląska,138578,Refuse workers and other elementary workers,"Squash,scrapbook",116,0.0,Visa,Single,4.0,23.0,55.0
326,Racibórz,55189,"Chief executives, senior officials and legislators",,143,1.0,Visa,Married with kids,5.0,41.0,30.0
327,Wołów,12439,Production and specialised services managers,"Badminton,Graffiti,Scrapbooking,Magic",92,1.0,Visa,In relationship,4.0,59.0,88.0
328,Świdnik,39732,Health professionals,"Rowing,Weightlifting,Quilting,Knife making",173,0.0,Visa,In relationship,3.0,29.0,49.67351598173516
329,Sochaczew,36790,General and keyboard clerks,"Stand-up comedy,Yo-yoing",335,1.0,Visa,Married,6.0,55.0,95.0
330,Gdańsk,464254,"Food processing, wood working, garment and other craft and related trades workers",,120,0.0,Visa,Single,4.0,23.0,16.0
331,Płock,120787,"Armed forces occupations, other ranks",,162,1.0,Visa,In relationship,6.0,53.0,72.0
332,Piła,73791,Other clerical support workers,"Rock climbing,Shooting,Nordic skating",172,0.0,Visa,Married,4.0,45.0,99.0
333,Warszawa,1764615,Assemblers,"Pottery,Machining",130,1.0,Visa,In relationship,4.0,45.672,54.0
334,Warszawa,1764615,"Building and related trades workers, excluding electricians",Sculpting,178,1.0,Mastercard,Married,4.0,61.0,93.0
335,Kalisz,101625,General and keyboard clerks,"Fashion,Board games,Mountaineering",136,0.0,Revolut,In relationship,6.0,44.0,37.0
336,Września,30279,"Legal, social and cultural professionals","Bodybuilding,Crocheting,Driving,Flying disc",167,0.0,Visa,Married,1.0,37.0,96.0
337,Siemianowice Śląskie,67523,Information and communications technology professionals,"Running,Lego building,Calligraphy",241,1.0,Visa,Married,3.0,45.29807692307692,79.0
338,Płock,120787,Refuse workers and other elementary workers,Flying,205,1.0,Mastercard,Married,1.0,50.0,69.0
339,Słupca,13851,Administrative and commercial managers,Calligraphy,178,0.0,Visa,Married,4.0,32.0,52.0
340,Gniezno,68943,Personal care workers,"Badminton,Listening to music",181,0.0,Mastercard,In relationship,4.0,43.69859813084112,9.0
341,Puck,11265,Other clerical support workers,"Weightlifting,Squash,Cryptography,Rafting",183,0.0,Visa,In relationship,3.0,32.0,52.0
342,Lublin,339850,Personal service workers,"Digital arts,tabletop games",212,1.0,Visa,In relationship,4.0,41.0,82.0
343,Toruń,202562,Cleaners and helpers,Origami,159,0.0,Visa,Married,4.0,58.0,81.0
344,Ząbki,35770,Sales workers,,364,1.0,Mastercard,In relationship,6.0,23.0,89.0
345,Łódź,690422,Teaching professionals,"Bodybuilding,Crocheting,Drawing,Sculling",274,1.0,Mastercard,Married,5.0,53.0,84.0
346,Legnica,100324,Science and engineering associate professionals,"Squash,Rafting,Magic",220,1.0,Visa,Married with kids,4.0,23.0,15.0
347,Toruń,202562,"Hospitality, retail and other services managers",Letterboxing,285,1.0,Visa,Divorced,3.0,48.0,7.0
348,Olsztyn,173070,Administrative and commercial managers,"Badminton,Rowing,Stretching,Wood carving",167,0.0,Mastercard,In relationship,4.0,30.0,33.0
349,Elbląg,120895,Non-commissioned armed forces officers,Skateboarding,246,0.0,Mastercard,In relationship,4.0,50.0,31.0
350,Zduńska Wola,42374,Electrical and electronic trades workers,"Skiing,Web surfing",87,1.0,Mastercard,Married with kids,1.0,30.0,26.0
351,Kwidzyn,38553,Assemblers,"Kayaking,Drama,Beekeeping",244,1.0,Visa,In relationship,5.0,30.0,94.0
352,Gdynia,246306,Health professionals,"Rowing,Puzzles",103,1.0,Revolut,Married,5.0,33.0,25.0
353,Warszawa,1764615,Teaching professionals,,288,1.0,Visa,Single,4.0,42.0,38.0
354,Słupsk,91465,"Legal, social and cultural professionals","Bodybuilding,Homebrewing",27,0.0,Visa,Married,4.0,49.0,50.838862559241704
355,Ostrowiec Świętokrzyski,69852,Business and administration professionals,Homebrewing,138,1.0,Visa,Married with kids,3.0,59.0,30.0
